,Years,Data,size,articles
827,2016-09,2016,22,"Samsung updates smartwatch, Lenovo ditches laptop keyboard (Update)<br>Could artificial intelligence help humanity? Two California universities think so<br>iRobot CEO says vacuum cleaners clear path to robot future<br>A bionics competition for people with disabilities<br>Vegetables modified with CRISPR-Cas9 have been cultivated, harvested and cooked for the first time<br>Nanotechnology supports treatment of malignant melanoma<br>New chip could bring highest level of encryption to any mobile device<br>Google parent Alphabet unit to drop burritos by drone<br>Apple tapping brakes on self-driving cars<br>New computer chip manufacturing method squeezes more onto limited wafer space<br>VR arrives at Tokyo Game Show, counted on to revive industry<br>Galaxy Note 7 recall shows challenges of stronger batteries<br>Newly discovered gene critical to embryo's first days<br>Ford expects lower profit in 2017<br>Hungry startup uses robots to grab slice of pizza<br>Robot would assemble modular telescope—in space<br>Holographic imaging and deep learning diagnose malaria<br>Climate change means land use will need to change to keep up with global food demand, researchers say<br>Towards quantum Internet: Researchers teleport particle of light six kilometres<br>NASA to reveal 'surprising' activity on Jupiter's moon Europa<br>Nanoparticle injections may be future of osteoarthritis treatment<br>Algorithm could enable visible-light-based imaging for medical devices, autonomous vehicles"
828,2016-09,2017,1,Ford expects lower profit in 2017
829,2016-09,2018,1,Ford expects lower profit in 2017
830,2016-09,2019,1,Hyperloop pushes dream of low-cost futuristic transport
831,2016-09,2020,2,Ford expects lower profit in 2017<br>Hyperloop pushes dream of low-cost futuristic transport
832,2016-09,2021,2,Apple tapping brakes on self-driving cars<br>Ford expects lower profit in 2017
833,2016-09,2030,2,New report examines how AI might affect urban life<br>Ford expects lower profit in 2017
834,2016-09,2050,1,"Climate change means land use will need to change to keep up with global food demand, researchers say"
835,2016-10,1867,1,Researchers posit way to locally circumvent Second Law of Thermodynamics
836,2016-10,1909,1,Unusual quantum liquid on crystal surface could inspire future electronics
837,2016-10,1961,1,Spacecraft 'nuclear batteries' could get a boost from new materials
838,2016-10,1966,1,Low-cost and lightweight: Strongest titanium alloy aims at improving vehicle fuel economy and reducing CO2 emissions
839,2016-10,1969,1,US relies on industry help to make 'giant leap' to Mars
840,2016-10,1976,2,First launch for Orbital's Antares rocket since 2014 explosion<br>Did 40-year-old Viking experiment discover life on Mars?
841,2016-10,1977,1,Spacecraft 'nuclear batteries' could get a boost from new materials
842,2016-10,1996,1,Tech giants race for edge in artificial intelligence
843,2016-10,1997,1,Did 40-year-old Viking experiment discover life on Mars?
844,2016-10,2000,1,Effective plasmonic generation brings scientists closer to creating ultracompact light-based computers
845,2016-10,2001,1,Stephen Hawking opens British artificial intelligence hub (Update)
846,2016-10,2002,1,Brazil mutant mosquitoes to breed out diseases
847,2016-10,2003,3,Buried glaciers on Mars<br>Alcator C-Mod tokamak nuclear fusion reactor sets world record on final day of operation<br>Did 40-year-old Viking experiment discover life on Mars?
848,2016-10,2005,1,Alcator C-Mod tokamak nuclear fusion reactor sets world record on final day of operation
849,2016-10,2006,1,"First Pluto, now this: Discovery of first binary-binary calls solar system formation into question"
850,2016-10,2009,1,Did 40-year-old Viking experiment discover life on Mars?
851,2016-10,2010,5,"Effective plasmonic generation brings scientists closer to creating ultracompact light-based computers<br>Google gets aggressive with new phones, other gadgets<br>Low-cost and lightweight: Strongest titanium alloy aims at improving vehicle fuel economy and reducing CO2 emissions<br>US relies on industry help to make 'giant leap' to Mars<br>That pilot in the cockpit may someday be a robot"
852,2016-10,2011,3,Tech giants race for edge in artificial intelligence<br>First launch for Orbital's Antares rocket since 2014 explosion<br>Brazil mutant mosquitoes to breed out diseases
853,2016-10,2012,2,"Alcator C-Mod tokamak nuclear fusion reactor sets world record on final day of operation<br>Either stars are strange, or there are 234 aliens trying to contact us"
854,2016-10,2013,4,Futuristic Dubai dreams of hyperloop transit tubes<br>Did 40-year-old Viking experiment discover life on Mars?<br>Structure of key DNA replication protein solved<br>3-D printed metamaterial shrinks when heated
855,2016-10,2014,5,Mini 'Pepper' robots start new jobs in Taiwan<br>Tech giants race for edge in artificial intelligence<br>First launch for Orbital's Antares rocket since 2014 explosion<br>Did 40-year-old Viking experiment discover life on Mars?<br>Brazil mutant mosquitoes to breed out diseases
856,2016-10,2015,10,Saturn's moon Dione harbors a subsurface ocean<br>Germany conducting inquiry into Tesla autopilot system<br>Self-learning computer tackles problems beyond the reach of previous systems<br>Spacecraft 'nuclear batteries' could get a boost from new materials<br>Forever quantum: physicists demonstrate everlasting quantum coherence<br>First launch for Orbital's Antares rocket since 2014 explosion<br>Bacteria can make underground nuclear waste repositories safer<br>IEA hikes green energy forecast after 'turning point' year<br>Brazil mutant mosquitoes to breed out diseases<br>Enhancing the reliability of artificial intelligence
857,2016-10,2016,45,"Fighting malevolent AI—artificial intelligence, meet cybersecurity<br>Turning to the brain to reboot computing<br>Robots galore as Asia's biggest tech fair kicks off<br>Researchers say 2-D boron may be best for flexible electronics<br>Google gets aggressive with new phones, other gadgets<br>Novel method creates important industrial chemicals simply, cheaply<br>Futuristic Dubai dreams of hyperloop transit tubes<br>Method enables material to carry more electrical current without resistance at a higher temperature<br>Scientists discover 'supramolecule' that could help reduce nuclear, agricultural waste<br>Low-cost and lightweight: Strongest titanium alloy aims at improving vehicle fuel economy and reducing CO2 emissions<br>Germany conducting inquiry into Tesla autopilot system<br>Tech giants race for edge in artificial intelligence<br>Self-learning computer tackles problems beyond the reach of previous systems<br>US relies on industry help to make 'giant leap' to Mars<br>'Time machine' study warns of long-term dangers of ocean acidification<br>Spacecraft 'nuclear batteries' could get a boost from new materials<br>Buried glaciers on Mars<br>Alcator C-Mod tokamak nuclear fusion reactor sets world record on final day of operation<br>Observable Universe contains ten times more galaxies than previously thought<br>Biologists first to observe direct inheritance of gene-silencing RNA<br>That pilot in the cockpit may someday be a robot<br>First launch for Orbital's Antares rocket since 2014 explosion<br>Study explains strength gap between graphene, carbon fiber<br>NGC 5128: Mysterious cosmic objects erupting in X-rays discovered<br>First Pluto, now this: Discovery of first binary-binary calls solar system formation into question<br>Blood molecule key to more efficient batteries<br>Either stars are strange, or there are 234 aliens trying to contact us<br>3-D printing and origami techniques combined in development of self-folding medical implants<br>Scientists explore use of 3-D printing to speed up target production for testing material strength<br>Unusual quantum liquid on crystal surface could inspire future electronics<br>AI predicts outcomes of human rights trials<br>Structure of key DNA replication protein solved<br>IEA hikes green energy forecast after 'turning point' year<br>Species speed up adaptation to beat effects of warmer oceans<br>Dutch unveil giant vacuum to clean outside air<br>New analysis of big data sheds light on cell functions<br>Research on rare genetic disease reveals new stem cell pathway<br>For the first time, brain surface stimulation provides 'touch' feedback to direct movement<br>3-D printed metamaterial shrinks when heated<br>Precise quantum cloning: Possible pathway to secure communication<br>Startup commercializing virtual reality sickness solutions, helps move virtual reality mainstream<br>Electrical currents can be now be switched on and off at the smallest conceivable scale<br>Brazil mutant mosquitoes to breed out diseases<br>Enhancing the reliability of artificial intelligence<br>Israel firm wants super-efficient engine to power car revolution"
858,2016-10,2017,7,Robots galore as Asia's biggest tech fair kicks off<br>Germany conducting inquiry into Tesla autopilot system<br>US relies on industry help to make 'giant leap' to Mars<br>Spacecraft 'nuclear batteries' could get a boost from new materials<br>3-D printed metamaterial shrinks when heated<br>Brazil mutant mosquitoes to breed out diseases<br>Enhancing the reliability of artificial intelligence
859,2016-10,2018,2,US relies on industry help to make 'giant leap' to Mars<br>Spacecraft 'nuclear batteries' could get a boost from new materials
860,2016-10,2020,2,Futuristic Dubai dreams of hyperloop transit tubes<br>US relies on industry help to make 'giant leap' to Mars
861,2016-10,2021,1,IEA hikes green energy forecast after 'turning point' year
862,2016-10,2032,1,Alcator C-Mod tokamak nuclear fusion reactor sets world record on final day of operation
863,2016-10,2100,1,'Time machine' study warns of long-term dangers of ocean acidification
864,2016-10,2300,1,'Time machine' study warns of long-term dangers of ocean acidification
865,2016-10,2316,1,'Time machine' study warns of long-term dangers of ocean acidification
866,2016-10,2345,1,First launch for Orbital's Antares rocket since 2014 explosion
867,2016-11,620,1,Japan rocket with manga art launches satellite into space
868,2016-11,1373,1,Researchers report new thermoelectric material with high power factors
869,2016-11,1880,1,Climate science: Bad news gets worse
870,2016-11,1912,1,How real is the risk posed by 3-D printed guns?
871,2016-11,1916,1,Climate science: Bad news gets worse
872,2016-11,1951,1,The future of nuclear energy
873,2016-11,1953,1,Va-va-hum: Vespa goes electric
874,2016-11,1954,1,The future of moon mining
875,2016-11,1957,1,UK 'space junk' project highlights threat to missions
876,2016-11,1959,1,The future of moon mining
877,2016-11,1960,2,The future of nuclear energy<br>Metallic glass gears make for graceful robots
878,2016-11,1970,1,Agriculture victim of and solution to climate change
879,2016-11,1979,1,The future of nuclear energy
880,2016-11,1980,1,Climate science: Bad news gets worse
881,2016-11,1983,1,New theory of gravity might explain dark matter
882,2016-11,1984,1,"Autonomous cars—""new oil"" or ""big brother""?"
883,2016-11,1990,2,Climate science: Bad news gets worse<br>Four nations map course to carbon-free economies
884,2016-11,1992,1,Human groups key to preserving natural resources
885,2016-11,1993,2,Climate science: Bad news gets worse<br>People power: Technology allows smartphone-based water testing
886,2016-11,1999,1,New theory of gravity might explain dark matter
887,2016-11,2000,2,Where will President-elect Trump take American space endeavours?<br>The future of nuclear energy
888,2016-11,2002,1,The future of nuclear energy
889,2016-11,2003,2,Climate science: Bad news gets worse<br>Computer glitch blamed for European Mars lander crash
890,2016-11,2004,2,The future of moon mining<br>Engineers create prototype chip just three atoms thick
891,2016-11,2005,1,Four nations map course to carbon-free economies
892,2016-11,2006,4,Scientists develop light-driven motors to power nanorobots of the future<br>Toadstool footstools: Are organisms manufacturing's future?<br>UK 'space junk' project highlights threat to missions<br>California targets dairy cows to combat global warming
893,2016-11,2008,2,The future of moon mining<br>Engineers create prototype chip just three atoms thick
894,2016-11,2009,8,Space balloons inflating passenger flight hopes<br>The future of moon mining<br>New study explains mysterious source of greenhouse gas methane in the ocean<br>Four nations map course to carbon-free economies<br>Storing carbon dioxide underground by turning it into rock<br>Africa looks to solar for communities off the grid<br>US record high temps could outpace record lows 15 to 1 before<br>High renewable electricity growth continued in 2015
895,2016-11,2010,10,Energy storage project to help homes be less reliant on grid<br>Fujitsu leverages AI to develop highly accurate recognition technology for strings of handwritten Chinese characters<br>New theory of gravity might explain dark matter<br>Solar cells get boost with integration of water-splitting catalyst onto semiconductor<br>The future of moon mining<br>Current energy system could eat up entire carbon budget<br>Study finds cause of visual impairment in astronauts<br>The future of nuclear energy<br>Engineers create prototype chip just three atoms thick<br>Team combines quantum physics and photosynthesis to make discovery that could lead to highly efficient solar cells
896,2016-11,2011,4,Climate science: Bad news gets worse<br>Model predicts elimination of GMO crops would cause hike in greenhouse gas emissions<br>Energy storage system of tomorrow<br>Low-cost technology to better provide drinking water in developing countries
897,2016-11,2012,5,"Climate science: Bad news gets worse<br>Either stars are strange, or there are 234 aliens trying to contact us<br>Researchers question if banning of 'killer robots' actually will stop robots from killing<br>The future of moon mining<br>Four nations map course to carbon-free economies"
898,2016-11,2013,6,Climate science: Bad news gets worse<br>Toshiba advances deep learning with extremely low power neuromorphic processor<br>Hovering aircraft raises suspicion that it's Google co-founder's flying car<br>The future of moon mining<br>Current energy system could eat up entire carbon budget<br>California targets dairy cows to combat global warming
899,2016-11,2014,9,Space balloons inflating passenger flight hopes<br>UN climate chief: No doubt world will shift to low emissions<br>Accelerating cancer research with deep learning<br>The future of moon mining<br>A new standard in robotics<br>Judge: Hawaii counties can't regulate GMOs and pesticides<br>Africa looks to solar for communities off the grid<br>US record high temps could outpace record lows 15 to 1 before<br>EU set to miss 'green' budget target: watchdog
900,2016-11,2015,27,"Climate science: Bad news gets worse<br>GM starts producing 200-mile electric Chevrolet Bolt<br>Space balloons inflating passenger flight hopes<br>China announces plan to curb carbon emissions<br>UN climate chief: No doubt world will shift to low emissions<br>Fujitsu leverages AI to develop highly accurate recognition technology for strings of handwritten Chinese characters<br>Mall of America is stepping up its digital game with virtual reality, robots<br>People power: Technology allows smartphone-based water testing<br>SpaceX aims for mid-December Falcon 9 launch resumption, says Musk<br>Where will President-elect Trump take American space endeavours?<br>Toadstool footstools: Are organisms manufacturing's future?<br>Turning greenhouse gas into gasoline<br>Hollande: US must respect 'irreversible' climate deal<br>Britain ratifies global climate pact<br>A new standard in robotics<br>Current energy system could eat up entire carbon budget<br>Storing carbon dioxide underground by turning it into rock<br>New method helps identify antibiotics in mass spectrometry datasets<br>How an enhanced cap-and-trade system can help the world's top carbon emitter cut emissions and improve air quality<br>Volkswagen bets on new technology to bounce back from crisis<br>High renewable electricity growth continued in 2015<br>How real is the risk posed by 3-D printed guns?<br>Quantum physics entangled with human randomness<br>Human groups key to preserving natural resources<br>'Dronejacking' may be the next big cyber threat<br>'Thank the aliens': Thousands displaced for China's huge telescope<br>Losses of soil carbon under global warming might equal US emissions"
901,2016-11,2016,95,"Researchers find protein target to knock out herpesvirus RNA transport<br>Researchers find way to increase scanning speed<br>Scientists develop new toolkit for exploring protein biology<br>Scientists fabricate a new class of crystalline solid<br>Climate science: Bad news gets worse<br>Either stars are strange, or there are 234 aliens trying to contact us<br>GM starts producing 200-mile electric Chevrolet Bolt<br>'Bots' step up for 2016 election news coverage<br>Space balloons inflating passenger flight hopes<br>China announces plan to curb carbon emissions<br>Model predicts elimination of GMO crops would cause hike in greenhouse gas emissions<br>UN climate chief: No doubt world will shift to low emissions<br>New advance in RNA studies holds out hope for cancer drug development<br>Is replacing coal with natural gas actually good for the climate?<br>Semiconductor-free microelectronics are now possible, thanks to metamaterials<br>Fujitsu leverages AI to develop highly accurate recognition technology for strings of handwritten Chinese characters<br>New material technology to enhance energy-conversion efficiency in artificial photosynthesis<br>Mall of America is stepping up its digital game with virtual reality, robots<br>Hovering aircraft raises suspicion that it's Google co-founder's flying car<br>Chemists develop world's first light-seeking synthetic nanorobot for potential biomedical applications<br>New theory of gravity might explain dark matter<br>People power: Technology allows smartphone-based water testing<br>Engineers develop invisibility cloak for high-tech processing chips<br>Tritium introduced in fusion experiments at Sandia<br>SpaceX aims for mid-December Falcon 9 launch resumption, says Musk<br>Accelerating cancer research with deep learning<br>Computers made of genetic material? Researchers conduct electricity using DNA-based nanowires<br>Research prepares for a 'sharing economy' in renewable electric power<br>Where will President-elect Trump take American space endeavours?<br>Researchers discover new method to dissipate heat in electronic devices<br>Scientists develop light-driven motors to power nanorobots of the future<br>Breakthrough in the quantum transfer of information between matter and light<br>Crowd workers help robot keep conversation fresh<br>Energy storage system of tomorrow<br>Agriculture victim of and solution to climate change<br>Newly discovered genetic code controls bacterial survival during infections<br>Toadstool footstools: Are organisms manufacturing's future?<br>Researchers report new thermoelectric material with high power factors<br>Personalized antibiotic treatment<br>New biofuel cell with energy storage<br>Scientists fear the worst under a Trump presidency<br>Pie in the sky: New Zealand makes pizza drone delivery<br>'Conductive concrete' shields electronics from EMP attack<br>Climate: no country on target for world 2 degrees goal<br>Glow-in-the-dark dye could fuel liquid-based batteries<br>The future of moon mining<br>Britain ratifies global climate pact<br>New study explains mysterious source of greenhouse gas methane in the ocean<br>Plug-in electric vehicles—a consumer wish list<br>A new standard in robotics<br>Four nations map course to carbon-free economies<br>Current energy system could eat up entire carbon budget<br>Obama declares parts of Arctic off-limits for oil drilling<br>UK lawmakers approve 'most sweeping' surveillance powers<br>Judge: Hawaii counties can't regulate GMOs and pesticides<br>Best weather satellite ever built rockets into space<br>NuTonomy to test self-driving cars in Boston<br>Thermoelectric paint enables walls to convert heat into electricity<br>Africa looks to solar for communities off the grid<br>Ocean acidification study offers warnings for marine life, habitats<br>Sweden to scrap taxes on solar energy in 2017<br>US record high temps could outpace record lows 15 to 1 before<br>Volkswagen bets on new technology to bounce back from crisis<br>How to see living machines<br>Self-driving car group urges US regulators to clear road<br>Supersonic spray yields new nanomaterial for bendable, wearable electronics<br>Scientists develop vaccine against fatal prescription opioid overdose<br>Toyota says new technology means longer battery life<br>Computer glitch blamed for European Mars lander crash<br>Now we can edit life itself, we need to ask how we should use such technology<br>Scientists persuade nature to make silicon-carbon bonds<br>Finland plans to phase out coal by 2030 (Update)<br>Theory that challenges Einstein's physics could soon be put to the test<br>Single-molecule graphene switches bring minute electronic devices a step closer<br>'Diamond-age' of power generation as nuclear batteries developed<br>China risks wasting $490 bn on coal plants: campaigners<br>How real is the risk posed by 3-D printed guns?<br>Fusion reactor that employs liquid metal shower<br>Multi-megawatt floating system soon to be set up near Le Croisic, France<br>The future of nuclear energy<br>Flying start for world's first graphene-enhanced aircraft<br>Autonomoose, other self-driving cars hit Canada streets<br>'Programmable materials' showing future potential for industry<br>California targets dairy cows to combat global warming<br>Intel to provide computing power for Delphi autonomous cars<br>Quantum physics entangled with human randomness<br>Engineers create prototype chip just three atoms thick<br>Researchers load nanocarriers to deliver chemotherapy drugs and imaging molecules to tumors<br>Electric car factory planned in Arizona to have 2000 workers<br>Growing fears of IS use of weaponised drones<br>'Thank the aliens': Thousands displaced for China's huge telescope<br>Low-cost technology to better provide drinking water in developing countries<br>Team combines quantum physics and photosynthesis to make discovery that could lead to highly efficient solar cells<br>Big data analytics—Nostradamus of the 21st century<br>IBM unveils Watson-powered imaging solutions for healthcare providers"
902,2016-11,2017,24,"Scientists fabricate a new class of crystalline solid<br>Fuel from sewage is the future—and it's closer than you think<br>GM starts producing 200-mile electric Chevrolet Bolt<br>Oil and gas majors invest $1 billion in low-emission tech<br>Energy storage project to help homes be less reliant on grid<br>Mall of America is stepping up its digital game with virtual reality, robots<br>Hovering aircraft raises suspicion that it's Google co-founder's flying car<br>Wave energy device successfully deployed at BiMEP site<br>Where will President-elect Trump take American space endeavours?<br>Pie in the sky: New Zealand makes pizza drone delivery<br>Climate: no country on target for world 2 degrees goal<br>The future of moon mining<br>Plug-in electric vehicles—a consumer wish list<br>Obama declares parts of Arctic off-limits for oil drilling<br>UK lawmakers approve 'most sweeping' surveillance powers<br>Volkswagen bets on new technology to bounce back from crisis<br>Computer glitch blamed for European Mars lander crash<br>Intel to provide computing power for Delphi autonomous cars<br>'Dronejacking' may be the next big cyber threat<br>Electric car factory planned in Arizona to have 2000 workers<br>New mini robot sub unveiled at the National Oceanography Centre<br>Big data analytics—Nostradamus of the 21st century<br>Fusion energy—a time of transition and potential<br>Ohio to invest $15M on corridor for testing smart vehicles"
903,2016-11,2018,3,Fuel from sewage is the future—and it's closer than you think<br>Best weather satellite ever built rockets into space<br>Computer glitch blamed for European Mars lander crash
904,2016-11,2019,2,The future of moon mining<br>Intel to provide computing power for Delphi autonomous cars
905,2016-11,2020,10,"GM starts producing 200-mile electric Chevrolet Bolt<br>China announces plan to curb carbon emissions<br>Engineers develop invisibility cloak for high-tech processing chips<br>World's fastest quantum simulator operating at the atomic level<br>Autonomous cars—""new oil"" or ""big brother""?<br>How an enhanced cap-and-trade system can help the world's top carbon emitter cut emissions and improve air quality<br>EU set to miss 'green' budget target: watchdog<br>Computer glitch blamed for European Mars lander crash<br>China risks wasting $490 bn on coal plants: campaigners<br>Tests on oil recycled from tyres finds a cleaner diesel blend"
906,2016-11,2021,2,Space balloons inflating passenger flight hopes<br>Volkswagen bets on new technology to bounce back from crisis
907,2016-11,2022,3,The future of moon mining<br>Obama declares parts of Arctic off-limits for oil drilling<br>Electric car factory planned in Arizona to have 2000 workers
908,2016-11,2024,3,Space balloons inflating passenger flight hopes<br>The future of moon mining<br>California targets dairy cows to combat global warming
909,2016-11,2025,3,GM starts producing 200-mile electric Chevrolet Bolt<br>Four nations map course to carbon-free economies<br>Volkswagen bets on new technology to bounce back from crisis
910,2016-11,2030,8,Climate science: Bad news gets worse<br>China announces plan to curb carbon emissions<br>Agriculture victim of and solution to climate change<br>Climate: no country on target for world 2 degrees goal<br>Four nations map course to carbon-free economies<br>How an enhanced cap-and-trade system can help the world's top carbon emitter cut emissions and improve air quality<br>Finland plans to phase out coal by 2030 (Update)<br>California targets dairy cows to combat global warming
911,2016-11,2036,1,Best weather satellite ever built rockets into space
912,2016-11,2040,1,Africa looks to solar for communities off the grid
913,2016-11,2050,7,Agriculture victim of and solution to climate change<br>Four nations map course to carbon-free economies<br>How an enhanced cap-and-trade system can help the world's top carbon emitter cut emissions and improve air quality<br>Finland plans to phase out coal by 2030 (Update)<br>Some examples in Europe show that cities running their own energy company can lower the energy bill for citizens<br>The future of nuclear energy<br>Scientists tweak photosynthesis to boost crop yield
914,2016-11,2051,1,Climate science: Bad news gets worse
915,2016-11,2065,1,US record high temps could outpace record lows 15 to 1 before
916,2016-11,2100,2,"Climate science: Bad news gets worse<br>Soil could become a significant source of carbon dioxide, experts warn"
917,2016-11,4216,1,Climate change may prevent volcanoes from cooling the planet
918,2016-12,399,1,Nanoarray sniffs out and distinguishes multiple diseases
919,2016-12,1839,1,Solar panels repay their energy 'debt': study
920,2016-12,1911,1,Discovery of bismuth superconductivity at extremely low temperature jeopardizes theory
921,2016-12,1954,1,Solar panels repay their energy 'debt': study
922,2016-12,1975,1,Solar panels repay their energy 'debt': study
923,2016-12,1976,2,Solar panels repay their energy 'debt': study<br>Scientific breakthrough reveals unprecedented alternative to battery power storage
924,2016-12,1989,1,'Passengers' and the real-life science of deep space travel
925,2016-12,2003,2,"Decades of attempts show how hard it is to land on Mars – here's how we plan to succeed in 2021<br>China plans to land probes on far side of moon, Mars by 2020"
926,2016-12,2004,3,Physicists' work may help change future of transistors<br>Virgin Galactic spaceship makes first glide flight<br>Astronauts to get help from snake robots
927,2016-12,2005,1,"At Boeing's 777X wing factory, robots get big jobs"
928,2016-12,2006,2,UChicago startup turns renewable energy into natural gas<br>Researchers trace neural activity by using quantum sensors
929,2016-12,2009,2,Scientists develop 'programmable' cement particles to attain enhanced properties<br>Road paved with solar panels powers French town
930,2016-12,2010,1,How the brain recognizes faces: Machine-learning system spontaneously reproduces aspects of human neurology
931,2016-12,2011,2,UChicago startup turns renewable energy into natural gas<br>Solar panels repay their energy 'debt': study
932,2016-12,2012,2,"Europe okays 1.4 bn euros for Mars rover, ISS (Update)<br>Uber self-driving cars hit the streets of San Francisco"
933,2016-12,2013,2,"Astronauts to get help from snake robots<br>China plans to land probes on far side of moon, Mars by 2020"
934,2016-12,2014,9,"UChicago startup turns renewable energy into natural gas<br>Virgin Galactic spaceship makes first glide flight<br>At Boeing's 777X wing factory, robots get big jobs<br>NASA releases new eye-popping view of carbon dioxide<br>Artificial intelligence creeps into daily life<br>Swiss unveil stratospheric solar plane<br>Astronauts to get help from snake robots<br>New ultrasound technique is first to image inside live cells<br>Avatar-style S. Korean manned robot takes first baby steps"
935,2016-12,2015,15,"Megacities key to reaching global climate goals<br>Plasma-zapping process could yield trans fat-free soybean oil product<br>Could there be life in Pluto's ocean?<br>As machine learning breakthroughs abound, researchers look to democratize benefits<br>Physicists confirm the precision of magnetic fields in the most advanced stellarator in the world<br>Cars without drivers scoot around Nissan plant, towing cars<br>Solar panels repay their energy 'debt': study<br>Protein disrupts infectious biofilms<br>Swiss unveil stratospheric solar plane<br>Rice, Baylor team sets new mark for 'deep learning'<br>'Glue' that makes plant cell walls strong could hold the key to wooden skyscrapers<br>Road paved with solar panels powers French town<br>Scientists plan to send greetings to other worlds<br>How robots will change the workforce<br>Intel experts share insights on tech trends for 2017 and beyond"
936,2016-12,2016,54,"New ultra-high density optical storage technology<br>Testing robots from Monterey Bay to Europa<br>New police training draws from science of deadly force<br>How the brain recognizes faces: Machine-learning system spontaneously reproduces aspects of human neurology<br>Team designs new material to better store hydrogen fuel<br>Japanese company plans artificial meteor shower<br>Proposed quantum nano-MRI could generate images with angstrom-level resolution<br>UChicago startup turns renewable energy into natural gas<br>What does a driverless future look like?<br>Fast, efficient sperm tails inspire nanobiotechnology<br>One day, many ideas: Future of Mind 2016 illuminates NYC (Part 1)<br>Could there be life in Pluto's ocean?<br>First US offshore wind farm to begin production within days<br>Student's award-winning graphene battery could slash electric-car charging times<br>As machine learning breakthroughs abound, researchers look to democratize benefits<br>Europe okays 1.4 bn euros for Mars rover, ISS (Update)<br>Apple reveals autonomous vehicle ambitions<br>Physicists confirm the precision of magnetic fields in the most advanced stellarator in the world<br>Cars without drivers scoot around Nissan plant, towing cars<br>Quantum dots offer new platform for fingertip terahertz devices<br>Climate change will drive stronger, smaller storms in US<br>Designer switches of cell fate could streamline stem cell biology<br>World's first gas sensor to apply a new principle for graphene use<br>Humans play computer game using only direct brain stimulation<br>Rhode Island School of Design works with NASA on Mars suit<br>Solar panels repay their energy 'debt': study<br>Decades of attempts show how hard it is to land on Mars – here's how we plan to succeed in 2021<br>Photonic crystal enhanced microscope sheds light on wound healing and cancer metastasis<br>Scientists develop 'programmable' cement particles to attain enhanced properties<br>This is 'year zero' of a virtual reality revolution say filmmakers<br>Protein disrupts infectious biofilms<br>At Boeing's 777X wing factory, robots get big jobs<br>Autonomous shipping as a possible solution to impending labour shortages in the shipping sector<br>Uber self-driving cars hit the streets of San Francisco<br>Artificial intelligence creeps into daily life<br>Ford studies using drones to guide self-driving cars<br>Intelligence in the abyss<br>Swiss unveil stratospheric solar plane<br>Rice, Baylor team sets new mark for 'deep learning'<br>New graphene-based system could help us see electrical signaling in heart and nerve cells<br>In race to improve batteries, nanotechnology provides hope<br>Scientists discover new natural source of potent anti-cancer drugs<br>Astronauts to get help from snake robots<br>Transistors and diodes made from advanced semiconductor materials could perform much better than silicon<br>Researchers trace neural activity by using quantum sensors<br>'Passengers' and the real-life science of deep space travel<br>Electron-photon small-talk could have big impact on quantum computing<br>Myanmar farmers reap rewards from 3D printing<br>A wolverine inspired material: Self-healing, transparent, highly stretchable material can be electrically activated<br>Researchers use world's smallest diamonds to make wires three atoms wide (Update)<br>China plans to land probes on far side of moon, Mars by 2020<br>How robots will change the workforce<br>Twitter unveils 360-degree live video<br>Intel experts share insights on tech trends for 2017 and beyond"
937,2016-12,2017,14,"Japanese company plans artificial meteor shower<br>Virgin Galactic spaceship makes first glide flight<br>Cars without drivers scoot around Nissan plant, towing cars<br>Rhode Island School of Design works with NASA on Mars suit<br>Solar panels repay their energy 'debt': study<br>At Boeing's 777X wing factory, robots get big jobs<br>Swiss unveil stratospheric solar plane<br>Rice, Baylor team sets new mark for 'deep learning'<br>'Passengers' and the real-life science of deep space travel<br>Sex and marriage with robots: science fiction or new reality?<br>Scientists plan to send greetings to other worlds<br>Avatar-style S. Korean manned robot takes first baby steps<br>How robots will change the workforce<br>Intel experts share insights on tech trends for 2017 and beyond"
938,2016-12,2018,5,"Solar panels repay their energy 'debt': study<br>Decades of attempts show how hard it is to land on Mars – here's how we plan to succeed in 2021<br>At Boeing's 777X wing factory, robots get big jobs<br>Swiss unveil stratospheric solar plane<br>Scientists plan to send greetings to other worlds"
939,2016-12,2019,2,"UChicago startup turns renewable energy into natural gas<br>Cars without drivers scoot around Nissan plant, towing cars"
940,2016-12,2020,11,"Megacities key to reaching global climate goals<br>Japanese company plans artificial meteor shower<br>Swiss firm acquires Mars One private project<br>Europe okays 1.4 bn euros for Mars rover, ISS (Update)<br>Apple reveals autonomous vehicle ambitions<br>Scientists build new ultrasound device using 3-D printing technology<br>Decades of attempts show how hard it is to land on Mars – here's how we plan to succeed in 2021<br>Road paved with solar panels powers French town<br>China plans to land probes on far side of moon, Mars by 2020<br>How robots will change the workforce<br>Intel experts share insights on tech trends for 2017 and beyond"
941,2016-12,2021,3,"Europe okays 1.4 bn euros for Mars rover, ISS (Update)<br>Decades of attempts show how hard it is to land on Mars – here's how we plan to succeed in 2021<br>How robots will change the workforce"
942,2016-12,2022,1,"China plans to land probes on far side of moon, Mars by 2020"
943,2016-12,2023,1,"Europe okays 1.4 bn euros for Mars rover, ISS (Update)"
944,2016-12,2024,1,"Europe okays 1.4 bn euros for Mars rover, ISS (Update)"
945,2016-12,2026,2,Swiss firm acquires Mars One private project<br>Physicists confirm the precision of magnetic fields in the most advanced stellarator in the world
